year,sample,serial,cbserial,hhwt,hhtype,cluster,region,stateicp,statefip,countyicp,density,metro,strata,cntry,gq,rent,rentgrs,valueh,ssmc,pernum,perwt,momloc,poploc,sploc,sprule,momloc2,nchild,nchlt5,sex,age,marst,birthyr,race,raced,hispan,hispand,school,educ,educd,schltype,empstat,empstatd,labforce,classwkr,classwkrd,occ1950,occ1990,occ2010,wkswork1,wkswork2,uhrswork,workedyr,inctot,ftotinc,incwage,racesing,racesingd,qmarst,qrace,sprule_sp,sex_sp,age_sp,marst_sp,birthyr_sp,race_sp,raced_sp,hispan_sp,hispand_sp,school_sp,educ_sp,educd_sp,schltype_sp,empstat_sp,empstatd_sp,labforce_sp,classwkr_sp,classwkrd_sp,occ1950_sp,occ1990_sp,occ2010_sp,wkswork1_sp,wkswork2_sp,workedyr_sp,inctot_sp,ftotinc_sp,incwage_sp,racesing_sp,racesingd_sp,qmarst_sp,qrace_sp,samesex_marriage,edu,edu_sp
2019,2019 acs,1299486,2019001358591,138,married-couple family household,2019012994861,west south central div,texas,texas,270,439,in metropolitan area: central/principal city status indeterminable (mixed),350248,united states,households under 1970 definition,750,1170,n/a,all other same-sex married couple households,1,138,3,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,26,"married, spouse present",1993,white,white,mexican,mexican,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),stock and inventory clerks,stock clerks and order fillers,52,50-52 weeks,24,yes,20000,58300,20000,,,entered as written,entered as written,"direct link, clarity level 1",female,29,"married, spouse present",1990,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",musicians and music teachers,"teachers , n.e.c",other teachers and instructors,52,50-52 weeks,yes,25000,58300,25000,,,entered as written,entered as written,1,3,2
2019,2019 acs,1299504,2019001358892,43,married-couple family household,2019012995041,west south central div,texas,texas,2010,5701.8,in metropolitan area: central/principal city status indeterminable (mixed),461248,united states,households under 1970 definition,2500,2558,n/a,all other same-sex married couple households,1,43,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,38,"married, spouse present",1981,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, incorporated","managers, officials, and proprietors (nec)","managers and administrators, n.e.c","managers, nec (including postmasters)",52,50-52 weeks,80,yes,130000,180000,70000,,,entered as written,entered as written,"direct link, clarity level 1",female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, incorporated",therapists and healers (nec),"therapists, n.e.c","therapists, nec",52,50-52 weeks,yes,50000,180000,50000,,,entered as written,entered as written,1,4,5
2019,2019 acs,1301048,2019001380466,54,married-couple family household,2019013010481,west south central div,texas,texas,1130,5051.1,in metropolitan area: central/principal city status indeterminable (mixed),231248,united states,households under 1970 definition,1400,1529,n/a,all other same-sex married couple households,1,54,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,31,"married, spouse present",1988,white,white,mexican,mexican,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"administrative support jobs, n.e.c","office and administrative support workers, nec",52,50-52 weeks,40,yes,60400,84400,58000,,,entered as written,entered as written,"direct link, clarity level 1",male,29,"married, spouse present",1990,white,white,mexican,mexican,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","cooks, variously defined",first-line supervisors of food preparation and serving workers,52,50-52 weeks,yes,24000,84400,24000,,,entered as written,entered as written,1,5,2
2019,2019 acs,1301089,2019001380926,351,"male householder, no wife present",2019013010891,west south central div,texas,texas,1130,3074.7,in metropolitan area: not in central/principal city,230348,united states,households under 1970 definition,n/a,n/a,150000,households without a same-sex married couple,3,434,0,4,5,"direct link, clarity level 1",0,0 children present,no children under age 5,male,26,"married, spouse present",1993,white,white,mexican,mexican,"no, not in school",grade 9,grade 9,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",roofers and slaters,roofers and slaters,roofers,52,50-52 weeks,75,yes,40000,240000,40000,,,entered as written,entered as written,"direct link, clarity level 1",male,32,"married, spouse present",1987,white,white,mexican,mexican,"no, not in school",grade 9,grade 9,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",roofers and slaters,roofers and slaters,roofers,52,50-52 weeks,yes,38000,240000,38000,,,entered as written,entered as written,1,1,1
2019,2019 acs,1303099,2019001408332,85,married-couple family household,2019013030991,west south central div,texas,texas,4390,2462.2,in metropolitan area: central/principal city status indeterminable (mixed),251448,united states,households under 1970 definition,1200,1400,n/a,all other same-sex married couple households,1,86,0,0,2,"direct link, clarity level 1",0,1 child present,1 child under age 5,female,20,"married, spouse present",1999,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",teachers (n.e.c.),kindergarten and earlier school teachers,preschool and kindergarten teachers,52,50-52 weeks,40,yes,16200,28900,16200,,,entered as written,entered as written,"direct link, clarity level 1",female,20,"married, spouse present",1999,white,white,not hispanic,not hispanic,"no, not in school",grade 12,ged or alternative credential,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"customer service reps, investigators and adjusters, except insurance",customer service representatives,52,50-52 weeks,yes,12700,28900,12700,,,entered as written,entered as written,1,2,
2019,2019 acs,1304577,2019000017553,158,married-couple family household,2019013045771,mountain division,utah,utah,350,4346.9,in metropolitan area: central/principal city status indeterminable (mixed),3500449,united states,households under 1970 definition,1300,1390,n/a,all other same-sex married couple households,1,159,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,34,"married, spouse present",1985,white,white,other,"other, n.s","no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",operative and kindred workers (nec),"machine operators, n.e.c","food processing, nec",52,50-52 weeks,48,yes,40000,75000,40000,,,entered as written,entered as written,"direct link, clarity level 1",female,28,"married, spouse present",1991,white,white,other,"other, n.s","no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",salesmen and sales clerks (nec),"salespersons, n.e.c","sales representatives, wholesale and manufacturing",52,50-52 weeks,yes,35000,75000,35000,,,entered as written,entered as written,1,3,2
2019,2019 acs,1304601,2019000021409,77,married-couple family household,2019013046011,mountain division,utah,utah,350,4668.6,in metropolitan area: central/principal city status indeterminable (mixed),3500249,united states,households under 1970 definition,1400,1480,n/a,all other same-sex married couple households,1,76,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,31,"married, spouse present",1988,other asian or pacific islander,thai,not hispanic,not hispanic,"no, not in school",5+ years of college,doctoral degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,state govt employee,subject not specified-professors and instructors,subject instructors (hs/college),postsecondary teachers,52,50-52 weeks,50,yes,47500,58500,47500,,,entered as written,entered as written,"direct link, clarity level 1",female,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",designers,designers,designers,52,50-52 weeks,yes,11000,58500,11000,,,entered as written,entered as written,1,5,5
2019,2019 acs,1304856,2019000053849,52,married-couple family household,2019013048561,mountain division,utah,utah,110,2078.4,in metropolitan area: central/principal city status indeterminable (mixed),1100149,united states,households under 1970 definition,n/a,n/a,370000,all other same-sex married couple households,1,52,0,0,2,"direct link, clarity level 1",0,5,no children under age 5,male,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",designers,designers,designers,52,50-52 weeks,40,yes,100000,215000,100000,,,entered as written,entered as written,"direct link, clarity level 1",male,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","professional, technical and kindred workers (nec)",computer software developers,computer programmers,52,50-52 weeks,yes,115000,215000,115000,,,entered as written,entered as written,1,5,4
2019,2019 acs,1305159,2019000094162,87,married-couple family household,2019013051591,mountain division,utah,utah,0,304.4,in metropolitan area: not in central/principal city,300149,united states,households under 1970 definition,n/a,n/a,300000,all other same-sex married couple households,1,87,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,34,"married, spouse present",1985,white,white,not hispanic,not hispanic,"yes, in school",4 years of college,bachelor's degree,"private school (1960,1990-2000,acs,prcs)",employed,at work,"yes, in the labor force",works for wages,local govt employee,musicians and music teachers,special education teachers,special education teachers,52,50-52 weeks,40,yes,38600,118600,38600,,,entered as written,entered as written,"direct link, clarity level 1",female,29,"married, spouse present",1990,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,52,50-52 weeks,yes,80000,118600,80000,,,entered as written,entered as written,1,4,5
2019,2019 acs,1305484,2019000136873,364,married-couple family household,2019013054841,mountain division,utah,utah,110,2078.4,in metropolitan area: central/principal city status indeterminable (mixed),1100149,united states,households under 1970 definition,n/a,n/a,250000,all other same-sex married couple households,1,363,0,0,2,"direct link, clarity level 1",0,6,no children under age 5,female,27,"married, spouse present",1992,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","attendants, physicians and dentists office","health aides, except nursing","medical assistants and other healthcare support occupations, nec",52,50-52 weeks,40,yes,25000,61000,25000,,,entered as written,entered as written,"direct link, clarity level 1",female,35,"married, spouse present",1984,white,white,mexican,mexican,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","nurses, professional",managers of medicine and health occupations,medical and health services managers,52,50-52 weeks,yes,36000,61000,30000,,,entered as written,entered as written,1,2,3
2019,2019 acs,1305941,2019000198479,60,married-couple family household,2019013059411,mountain division,utah,utah,350,4668.6,in metropolitan area: central/principal city status indeterminable (mixed),3500249,united states,households under 1970 definition,n/a,n/a,599000,all other same-sex married couple households,1,61,0,0,2,"direct link, clarity level 1",0,2,2,male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",accountants and auditors,accountants and auditors,accountants and auditors,52,50-52 weeks,48,yes,158600,288600,157000,,,entered as written,entered as written,"direct link, clarity level 1",male,37,"married, spouse present",1982,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,professional degree beyond a bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",lawyers and judges,lawyers,"lawyers, and judges, magistrates, and other judicial workers",52,50-52 weeks,yes,130000,288600,125000,,,entered as written,entered as written,1,4,5
2019,2019 acs,1305966,2019000202631,90,married-couple family household,2019013059661,mountain division,utah,utah,350,3069.5,in metropolitan area: central/principal city status indeterminable (mixed),3500149,united states,households under 1970 definition,n/a,n/a,270000,all other same-sex married couple households,1,91,0,0,2,"direct link, clarity level 1",0,1 child present,no children under age 5,female,36,"married, spouse present",1983,white,white,not hispanic,not hispanic,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"customer service reps, investigators and adjusters, except insurance",loan interviewers and clerks,52,50-52 weeks,50,yes,50000,110000,50000,,,entered as written,entered as written,"direct link, clarity level 1",female,38,"married, spouse present",1981,white,white,not hispanic,not hispanic,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"administrative support jobs, n.e.c","office and administrative support workers, nec",52,50-52 weeks,yes,60000,110000,60000,,,entered as written,entered as written,1,3,3
2019,2019 acs,1306175,2019000232764,108,married-couple family household,2019013061751,mountain division,utah,utah,350,2689.1,in metropolitan area: not in central/principal city,3500949,united states,households under 1970 definition,750,840,n/a,all other same-sex married couple households,1,107,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",misc social scientists,"social scientists, n.e.c","social scientists, nec",48,48-49 weeks,45,yes,33000,75300,33000,,,entered as written,entered as written,"direct link, clarity level 1",female,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"yes, in school",4 years of college,bachelor's degree,"private school (1960,1990-2000,acs,prcs)",employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,musicians and music teachers,"teachers , n.e.c",other teachers and instructors,52,50-52 weeks,yes,42300,75300,42100,,,entered as written,entered as written,1,5,4
2019,2019 acs,1306481,2019000270564,49,married-couple family household,2019013064811,mountain division,utah,utah,490,655.5,in metropolitan area: not in central/principal city,4900149,united states,households under 1970 definition,n/a,n/a,160000,all other same-sex married couple households,1,49,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,29,"married, spouse present",1990,white,white,not hispanic,not hispanic,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,52,50-52 weeks,50,yes,51000,84000,51000,,,entered as written,entered as written,"direct link, clarity level 1",male,36,"married, spouse present",1983,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,state govt employee,"social and welfare workers, except group",social workers,social workers,52,50-52 weeks,yes,33000,84000,33000,,,entered as written,entered as written,1,3,4
2019,2019 acs,1307772,2019000450544,8,married-couple family household,2019013077721,mountain division,utah,utah,0,422.3,metropolitan status indeterminable (mixed),500149,united states,households under 1970 definition,n/a,n/a,237000,all other same-sex married couple households,1,7,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,34,"married, spouse present",1985,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,state govt employee,"managers, officials, and proprietors (nec)",archivists and curators,"archivists, curators, and museum technicians",52,50-52 weeks,60,yes,35000,40000,35000,,,entered as written,entered as written,"direct link, clarity level 1",female,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"yes, in school",5+ years of college,master's degree,public school,not in labor force,not in labor force,"no, not in the labor force",works for wages,"wage/salary, private",musicians and music teachers,"teachers , n.e.c",other teachers and instructors,0,n/a,"no, but worked 1-5 years ago (acs only)",5000,40000,0,,,entered as written,entered as written,1,4,5
2019,2019 acs,1307908,2019000467896,77,married-couple family household,2019013079081,mountain division,utah,utah,0,422.3,metropolitan status indeterminable (mixed),500149,united states,households under 1970 definition,n/a,n/a,190000,all other same-sex married couple households,1,77,0,0,2,"direct link, clarity level 1",0,1 child present,1 child under age 5,female,25,"married, spouse present",1994,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","material recording, scheduling, production, planning, and expediting clerks","transportation, storage, and distribution managers",52,50-52 weeks,52,yes,21700,21700,24000,,,entered as written,entered as written,"direct link, clarity level 1",female,25,"married, spouse present",1994,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,not in labor force,not in labor force,"no, not in the labor force",works for wages,"wage/salary, private",shipping and receiving clerks,shipping and receiving clerks,"shipping, receiving, and traffic clerks",0,n/a,"no, but worked 1-5 years ago (acs only)",0,21700,0,,,entered as written,entered as written,1,3,3
2019,2019 acs,1307963,2019000474992,80,married-couple family household,2019013079631,mountain division,utah,utah,350,4668.6,in metropolitan area: central/principal city status indeterminable (mixed),3500249,united states,households under 1970 definition,600,760,n/a,all other same-sex married couple households,1,81,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,31,"married, spouse present",1988,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,unpaid family worker,industrial-engineers,industrial engineers,"industrial engineers, including health and safety",52,50-52 weeks,45,yes,45000,105000,45000,,,entered as written,entered as written,"direct link, clarity level 1",male,36,"married, spouse present",1983,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"12th grade, no diploma",not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, incorporated","managers, officials, and proprietors (nec)","managers and administrators, n.e.c",constructions managers,52,50-52 weeks,yes,60000,105000,60000,,,entered as written,entered as written,1,4,1
2019,2019 acs,1308984,2019000613253,94,married-couple family household,2019013089841,mountain division,utah,utah,570,1742.2,in metropolitan area: central/principal city status indeterminable (mixed),5700149,united states,households under 1970 definition,n/a,n/a,360000,all other same-sex married couple households,1,95,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,"professional, technical and kindred workers (nec)",vocational and educational counselors,counselors,52,50-52 weeks,40,yes,4240,29240,4200,,,entered as written,entered as written,"direct link, clarity level 1",female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",grade 12,ged or alternative credential,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"customer service reps, investigators and adjusters, except insurance",customer service representatives,52,50-52 weeks,yes,25000,29240,25000,,,entered as written,entered as written,1,5,
2019,2019 acs,1309383,2019000668098,54,married-couple family household,2019013093831,mountain division,utah,utah,490,5181.9,in metropolitan area: in central/principal city,4900349,united states,households under 1970 definition,800,910,n/a,all other same-sex married couple households,1,53,0,0,2,"direct link, clarity level 1",0,1 child present,no children under age 5,female,26,"married, spouse present",1993,white,white,mexican,mexican,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","attendants, hospital and other institution","nursing aides, orderlies, and attendants",personal care aides,45,40-47 weeks,35,yes,11000,31000,11000,,,entered as written,entered as written,"direct link, clarity level 1",female,27,"married, spouse present",1992,white,white,mexican,mexican,"no, not in school",grade 11,grade 11,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,52,50-52 weeks,yes,20000,31000,20000,,,entered as written,entered as written,1,2,1
2019,2019 acs,1310241,2019000784466,321,married-couple family household,2019013102411,mountain division,utah,utah,110,2078.4,in metropolitan area: central/principal city status indeterminable (mixed),1100149,united states,households under 1970 definition,n/a,n/a,250000,all other same-sex married couple households,1,322,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,36,"married, spouse present",1983,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",accountants and auditors,accountants and auditors,accountants and auditors,52,50-52 weeks,40,yes,85000,170000,85000,,,entered as written,entered as written,"direct link, clarity level 1",male,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","managers and administrators, n.e.c",computer and information systems managers,52,50-52 weeks,yes,85000,170000,85000,,,entered as written,entered as written,1,3,5
2019,2019 acs,1311454,2019000946965,76,married-couple family household,2019013114541,mountain division,utah,utah,0,422.3,metropolitan status indeterminable (mixed),500149,united states,households under 1970 definition,n/a,n/a,320000,all other same-sex married couple households,1,77,0,0,2,"direct link, clarity level 1",0,1 child present,1 child under age 5,female,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,local govt employee,"stenographers, typists, and secretaries",secretaries,secretaries and administrative assistants,52,50-52 weeks,40,yes,62150,120150,62000,,,entered as written,entered as written,"direct link, clarity level 1",female,33,"married, spouse present",1986,"other race, nec","other race, n.e.c",mexican,mexican,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","managers and administrators, n.e.c","managers, nec (including postmasters)",52,50-52 weeks,yes,58000,120150,58000,,,entered as written,entered as written,1,5,2
2019,2019 acs,1311636,2019000972499,39,married-couple family household,2019013116361,mountain division,utah,utah,490,5181.9,in metropolitan area: in central/principal city,4900349,united states,households under 1970 definition,950,1102,n/a,all other same-sex married couple households,1,39,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,22,"married, spouse present",1997,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",office machine operators,data entry keyers,data entry keyers,52,50-52 weeks,30,yes,7200,16200,7200,,,entered as written,entered as written,"direct link, clarity level 1",male,23,"married, spouse present",1996,"other race, nec","other race, n.e.c",mexican,mexican,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","cooks, except private household",misc food prep workers,food preparation workers,52,50-52 weeks,yes,9000,16200,9000,,,entered as written,entered as written,1,2,2
2019,2019 acs,1312592,2019001099061,71,married-couple family household,2019013125921,mountain division,utah,utah,0,26,not in metropolitan area,1300149,united states,households under 1970 definition,n/a,n/a,"$200,000+",all other same-sex married couple households,1,71,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,27,"married, spouse present",1992,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),receptionists,receptionists and information clerks,52,50-52 weeks,40,yes,25000,96500,25000,,,entered as written,entered as written,"direct link, clarity level 1",female,27,"married, spouse present",1992,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"12th grade, no diploma",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",cashiers,cashiers,cashiers,52,50-52 weeks,yes,16500,96500,16500,,,entered as written,entered as written,1,2,1
2019,2019 acs,1312988,2019001154132,19,married-couple family household,2019013129881,mountain division,utah,utah,0,304.4,in metropolitan area: not in central/principal city,300149,united states,households under 1970 definition,n/a,n/a,"$300,000 - 399,999",all other same-sex married couple households,1,18,0,0,2,"direct link, clarity level 1",0,3,no children under age 5,female,37,"married, spouse present",1982,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",industrial-engineers,management analysts,management analysts,52,50-52 weeks,45,yes,72030,104530,72000,,,entered as written,entered as written,"direct link, clarity level 1",female,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",grade 12,ged or alternative credential,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",messengers and office boys,messengers,couriers and messengers,46,40-47 weeks,yes,30000,104530,30000,,,entered as written,entered as written,1,4,
2019,2019 acs,1313198,2019001180613,76,married-couple family household,2019013131981,mountain division,utah,utah,490,1600.4,in metropolitan area: not in central/principal city,4900449,united states,households under 1970 definition,1400,1400,n/a,all other same-sex married couple households,1,75,0,0,2,"direct link, clarity level 1",0,1 child present,1 child under age 5,female,29,"married, spouse present",1990,white,white,not hispanic,not hispanic,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",medical and dental-technicians,dental laboratory and medical appliance technicians,"medical, dental, and ophthalmic laboratory technicians",52,50-52 weeks,34,yes,36300,43500,36300,,,entered as written,entered as written,"direct link, clarity level 1",female,32,"married, spouse present",1987,white,white,not hispanic,not hispanic,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,not in labor force,not in labor force,"no, not in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,18,14-26 weeks,yes,7200,43500,7200,,,entered as written,entered as written,1,3,3
2019,2019 acs,1313731,2019001250417,63,married-couple family household,2019013137311,mountain division,utah,utah,350,4709.4,in metropolitan area: central/principal city status indeterminable (mixed),3500549,united states,households under 1970 definition,n/a,n/a,490000,all other same-sex married couple households,1,62,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, not incorporated",recreation and group workers,recreation workers,recreation and fitness workers,52,50-52 weeks,20,yes,5000,83000,0,,,entered as written,entered as written,"direct link, clarity level 1",male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,doctoral degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,52,50-52 weeks,yes,78000,83000,78000,,,entered as written,entered as written,1,3,5
2019,2019 acs,1313956,2019001280609,90,married-couple family household,2019013139561,mountain division,utah,utah,350,4709.4,in metropolitan area: central/principal city status indeterminable (mixed),3500549,united states,households under 1970 definition,1100,1233,n/a,all other same-sex married couple households,1,90,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,28,"married, spouse present",1991,white,white,not hispanic,not hispanic,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","social and welfare workers, except group",social workers,social workers,52,50-52 weeks,60,yes,39100,66000,39100,,,entered as written,entered as written,"direct link, clarity level 1",female,26,"married, spouse present",1993,"other race, nec","other race, n.e.c",mexican,mexican,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","cooks, except private household","cooks, variously defined",chefs and cooks,52,50-52 weeks,yes,26900,66000,26900,,,entered as written,entered as written,1,3,3
2019,2019 acs,1314208,2019001313436,176,married-couple family household,2019013142081,mountain division,utah,utah,350,3069.5,in metropolitan area: central/principal city status indeterminable (mixed),3500149,united states,households under 1970 definition,n/a,n/a,240000,households without a same-sex married couple,1,175,0,0,4,"fifth level link, clarity level 1",0,1 child present,no children under age 5,female,33,"married, spouse present",1986,white,white,mexican,mexican,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","material recording, scheduling, production, planning, and expediting clerks","transportation, storage, and distribution managers",52,50-52 weeks,50,yes,54000,129400,54000,,,entered as written,entered as written,"fifth level link, clarity level 1",female,33,"married, spouse present",1986,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"12th grade, no diploma",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","dispatchers and starters, vehicle",dispatchers,dispatchers,52,50-52 weeks,yes,43400,129400,40000,,,entered as written,entered as written,1,2,1
